transaction_id,store_id,store_name,date,product_id,product_name,quantity,unit_price,total,customer_id,promo_code
1124,1,Downtown,22-10-2025,506,Highlighter,2,0.9,1.8,2142,DISC10
1125,3,Airport,29-10-2025,506,Highlighter,4,0.9,3.6,2175,DISC10
1126,1,Downtown,26-10-2025,502,Pen,2,0.8,1.6,2104,
1127,1,Downtown,27-10-2025,501,Notebook,4,3.5,14,2185,DISC5
1128,2,Suburb,31-10-2025,506,Highlighter,5,0.9,4.5,2064,DISC5
1129,2,Suburb,11-10-2025,502,Pen,8,0.8,6.4,2084,DISC10
1130,3,Airport,18-10-2025,504,Folder,9,1.2,10.8,,DISC10
1131,2,Suburb,04-10-2025,503,Stapler,10,5.25,52.5,,DISC5
1132,2,Suburb,09-10-2025,501,Notebook,1,3.5,3.5,2057,DISC10
1133,3,Airport,24-10-2025,502,Pen,4,0.8,3.2,2137,
1134,1,Downtown,07-10-2025,503,Stapler,6,5.25,31.5,,
1135,2,Suburb,28-10-2025,504,Folder,2,1.2,2.4,2012,DISC5
1136,2,Suburb,05-10-2025,501,Notebook,7,3.5,24.5,,DISC5
1137,1,Downtown,07-10-2025,503,Stapler,3,5.25,15.75,,
1138,2,Suburb,14-10-2025,506,Highlighter,5,0.9,4.5,,
1139,3,Airport,18-10-2025,506,Highlighter,1,0.9,0.9,2094,
1140,1,Downtown,13-10-2025,502,Pen,7,0.8,5.6,,DISC5
1141,2,Suburb,15-10-2025,506,Highlighter,8,0.9,7.2,2133,DISC10
1142,3,Airport,14-10-2025,505,Marker,6,1.75,10.5,,DISC5
1143,2,Suburb,16-10-2025,502,Pen,9,0.8,7.2,2126,
1144,3,Airport,26-10-2025,506,Highlighter,8,0.9,7.2,,DISC5
1145,2,Suburb,23-10-2025,506,Highlighter,3,0.9,2.7,,DISC10
1146,1,Downtown,15-10-2025,503,Stapler,1,5.25,5.25,,DISC10
1147,2,Suburb,07-10-2025,506,Highlighter,1,0.9,0.9,2108,
1148,3,Airport,09-10-2025,504,Folder,9,1.2,10.8,2077,
1149,3,Airport,11-10-2025,506,Highlighter,5,0.9,4.5,2047,
1150,2,Suburb,16-10-2025,503,Stapler,4,5.25,21,,DISC5
1151,1,Downtown,23-10-2025,503,Stapler,5,5.25,26.25,,
1152,2,Suburb,06-10-2025,505,Marker,7,1.75,12.25,,DISC10
1153,2,Suburb,14-10-2025,506,Highlighter,1,0.9,0.9,2004,
1154,3,Airport,24-10-2025,504,Folder,8,1.2,9.6,2120,
1155,2,Suburb,21-10-2025,504,Folder,2,1.2,2.4,,DISC10
1156,1,Downtown,09-10-2025,506,Highlighter,4,0.9,3.6,,
1157,3,Airport,05-10-2025,503,Stapler,10,5.25,52.5,2121,
1158,3,Airport,24-10-2025,505,Marker,1,1.75,1.75,2066,DISC10
1159,2,Suburb,27-10-2025,503,Stapler,5,5.25,26.25,,DISC10
1160,1,Downtown,29-10-2025,504,Folder,3,1.2,3.6,,DISC10
1161,1,Downtown,20-10-2025,505,Marker,3,1.75,5.25,2017,
1162,1,Downtown,23-10-2025,503,Stapler,7,5.25,36.75,2022,
1163,2,Suburb,05-10-2025,501,Notebook,2,3.5,7,2130,DISC5
1164,2,Suburb,19-10-2025,505,Marker,3,1.75,5.25,,DISC10
1165,1,Downtown,23-10-2025,505,Marker,3,1.75,5.25,2166,
1166,2,Suburb,04-10-2025,501,Notebook,3,3.5,10.5,,DISC5
1167,2,Suburb,03-10-2025,505,Marker,7,1.75,12.25,,
1168,1,Downtown,15-10-2025,504,Folder,2,1.2,2.4,,DISC10
1169,3,Airport,18-10-2025,503,Stapler,5,5.25,26.25,,DISC10
1170,3,Airport,17-10-2025,504,Folder,1,1.2,1.2,,
1171,3,Airport,21-10-2025,503,Stapler,4,5.25,21,2127,
1172,1,Downtown,11-10-2025,506,Highlighter,9,0.9,8.1,2056,
1173,2,Suburb,07-10-2025,502,Pen,1,0.8,0.8,,DISC10
1174,2,Suburb,29-10-2025,504,Folder,3,1.2,3.6,,
1175,3,Airport,28-10-2025,505,Marker,3,1.75,5.25,,
1176,2,Suburb,21-10-2025,505,Marker,8,1.75,14,,DISC5
1177,2,Suburb,28-10-2025,506,Highlighter,2,0.9,1.8,2194,DISC5
1178,2,Suburb,26-10-2025,503,Stapler,9,5.25,47.25,,
1179,1,Downtown,20-10-2025,503,Stapler,8,5.25,42,2165,DISC10
1180,1,Downtown,14-10-2025,506,Highlighter,2,0.9,1.8,,
1181,3,Airport,02-10-2025,502,Pen,4,0.8,3.2,,DISC5
1182,3,Airport,22-10-2025,505,Marker,8,1.75,14,,
1183,2,Suburb,25-10-2025,501,Notebook,10,3.5,35,2118,
1184,1,Downtown,04-10-2025,502,Pen,3,0.8,2.4,2108,
1185,3,Airport,26-10-2025,506,Highlighter,4,0.9,3.6,,DISC5
1186,1,Downtown,23-10-2025,506,Highlighter,1,0.9,0.9,,
1187,1,Downtown,08-10-2025,504,Folder,2,1.2,2.4,,
1188,1,Downtown,11-10-2025,501,Notebook,1,3.5,3.5,,DISC10
1189,3,Airport,15-10-2025,504,Folder,1,1.2,1.2,,DISC10
1190,3,Airport,29-10-2025,504,Folder,2,1.2,2.4,,DISC5
1191,2,Suburb,07-10-2025,504,Folder,9,1.2,10.8,,
1192,2,Suburb,27-10-2025,501,Notebook,4,3.5,14,,
1193,1,Downtown,12-10-2025,503,Stapler,8,5.25,42,,DISC10
1194,3,Airport,19-10-2025,502,Pen,5,0.8,4,,DISC10
1195,2,Suburb,26-10-2025,504,Folder,10,1.2,12,,DISC5
1196,3,Airport,14-10-2025,503,Stapler,5,5.25,26.25,2012,
1197,2,Suburb,17-10-2025,506,Highlighter,3,0.9,2.7,,
1198,3,Airport,30-10-2025,505,Marker,4,1.75,7,,
1199,3,Airport,15-10-2025,503,Stapler,7,5.25,36.75,,DISC5
1200,2,Suburb,09-10-2025,506,Highlighter,2,0.9,1.8,2197,DISC10
1201,2,Suburb,18-10-2025,502,Pen,7,0.8,5.6,2104,
1202,3,Airport,31-10-2025,501,Notebook,6,3.5,21,2007,
1203,3,Airport,06-10-2025,506,Highlighter,7,0.9,6.3,2084,
1204,2,Suburb,06-10-2025,503,Stapler,2,5.25,10.5,2058,DISC5
1205,2,Suburb,16-10-2025,504,Folder,5,1.2,6,2051,
1206,2,Suburb,28-10-2025,506,Highlighter,7,0.9,6.3,,DISC5
1207,2,Suburb,02-10-2025,506,Highlighter,5,0.9,4.5,2146,DISC10
1208,2,Suburb,16-10-2025,503,Stapler,3,5.25,15.75,2013,
1209,1,Downtown,03-10-2025,505,Marker,1,1.75,1.75,2179,DISC10
1210,2,Suburb,08-10-2025,506,Highlighter,5,0.9,4.5,2134,DISC10
1211,2,Suburb,25-10-2025,503,Stapler,9,5.25,47.25,,DISC5
1212,2,Suburb,07-10-2025,504,Folder,4,1.2,4.8,2170,DISC5
1213,1,Downtown,24-10-2025,501,Notebook,8,3.5,28,2001,
1214,1,Downtown,26-10-2025,504,Folder,3,1.2,3.6,,DISC5
1215,3,Airport,13-10-2025,502,Pen,9,0.8,7.2,,DISC5
1216,1,Downtown,15-10-2025,506,Highlighter,1,0.9,0.9,,DISC5
1217,3,Airport,13-10-2025,502,Pen,5,0.8,4,2105,
1218,1,Downtown,14-10-2025,506,Highlighter,3,0.9,2.7,2047,DISC10
1219,2,Suburb,01-10-2025,502,Pen,10,0.8,8,,DISC5
1220,2,Suburb,01-10-2025,502,Pen,7,0.8,5.6,2088,
1221,3,Airport,27-10-2025,506,Highlighter,3,0.9,2.7,,DISC10
1222,3,Airport,26-10-2025,501,Notebook,10,3.5,35,,DISC5
1223,2,Suburb,05-10-2025,504,Folder,5,1.2,6,,DISC5
1224,3,Airport,05-10-2025,503,Stapler,10,5.25,52.5,,DISC5
1225,3,Airport,06-10-2025,504,Folder,7,1.2,8.4,,
1226,2,Suburb,09-10-2025,503,Stapler,8,5.25,42,,DISC5
1227,2,Suburb,29-10-2025,506,Highlighter,5,0.9,4.5,,DISC5
1228,2,Suburb,29-10-2025,506,Highlighter,9,0.9,8.1,2027,
1229,3,Airport,26-10-2025,501,Notebook,5,3.5,17.5,,
1230,2,Suburb,27-10-2025,501,Notebook,9,3.5,31.5,2030,
1231,2,Suburb,18-10-2025,505,Marker,5,1.75,8.75,2075,
1232,1,Downtown,07-10-2025,506,Highlighter,1,0.9,0.9,,DISC5
1233,3,Airport,05-10-2025,503,Stapler,2,5.25,10.5,2095,
1234,1,Downtown,03-10-2025,502,Pen,2,0.8,1.6,2130,
1235,3,Airport,09-10-2025,502,Pen,6,0.8,4.8,2148,
1236,2,Suburb,17-10-2025,503,Stapler,9,5.25,47.25,,DISC10
1237,3,Airport,26-10-2025,506,Highlighter,3,0.9,2.7,,
1238,1,Downtown,14-10-2025,502,Pen,5,0.8,4,,DISC10
1239,3,Airport,10-10-2025,503,Stapler,9,5.25,47.25,,DISC5
1240,1,Downtown,29-10-2025,502,Pen,9,0.8,7.2,2021,
1241,2,Suburb,23-10-2025,503,Stapler,6,5.25,31.5,2010,
1242,3,Airport,09-10-2025,502,Pen,2,0.8,1.6,2055,DISC5
1243,2,Suburb,11-10-2025,503,Stapler,8,5.25,42,,DISC5
1244,2,Suburb,13-10-2025,506,Highlighter,8,0.9,7.2,2182,
1245,1,Downtown,13-10-2025,506,Highlighter,4,0.9,3.6,2011,DISC5
1246,2,Suburb,30-10-2025,506,Highlighter,7,0.9,6.3,2119,DISC5
1247,2,Suburb,12-10-2025,502,Pen,2,0.8,1.6,,DISC10
1248,1,Downtown,09-10-2025,503,Stapler,4,5.25,21,,
1249,3,Airport,05-10-2025,503,Stapler,4,5.25,21,2087,
1250,3,Airport,13-10-2025,505,Marker,4,1.75,7,2192,
1251,2,Suburb,25-10-2025,501,Notebook,1,3.5,3.5,2020,
1252,1,Downtown,08-10-2025,503,Stapler,4,5.25,21,2009,DISC10
1253,1,Downtown,27-10-2025,501,Notebook,8,3.5,28,,
1254,1,Downtown,25-10-2025,501,Notebook,5,3.5,17.5,,
1255,3,Airport,04-10-2025,504,Folder,4,1.2,4.8,,
1256,1,Downtown,27-10-2025,502,Pen,6,0.8,4.8,,DISC10
1257,3,Airport,01-10-2025,506,Highlighter,7,0.9,6.3,,
1258,3,Airport,28-10-2025,501,Notebook,4,3.5,14,,
1259,1,Downtown,19-10-2025,505,Marker,10,1.75,17.5,2081,DISC5
1260,2,Suburb,05-10-2025,503,Stapler,4,5.25,21,,DISC5
1261,2,Suburb,02-10-2025,506,Highlighter,2,0.9,1.8,2160,DISC5
1262,3,Airport,13-10-2025,503,Stapler,10,5.25,52.5,,
1263,1,Downtown,11-10-2025,504,Folder,6,1.2,7.2,2004,DISC5
1264,1,Downtown,13-10-2025,503,Stapler,10,5.25,52.5,2067,DISC10
1265,2,Suburb,19-10-2025,503,Stapler,3,5.25,15.75,,DISC10
1266,3,Airport,26-10-2025,505,Marker,7,1.75,12.25,,DISC5
1267,2,Suburb,14-10-2025,504,Folder,7,1.2,8.4,,
1268,2,Suburb,07-10-2025,505,Marker,5,1.75,8.75,,
1269,3,Airport,20-10-2025,504,Folder,1,1.2,1.2,,DISC10
1270,1,Downtown,17-10-2025,502,Pen,2,0.8,1.6,,DISC10
1271,1,Downtown,19-10-2025,503,Stapler,1,5.25,5.25,,
1272,1,Downtown,28-10-2025,506,Highlighter,2,0.9,1.8,2168,DISC10
1273,2,Suburb,21-10-2025,501,Notebook,6,3.5,21,2141,
1274,2,Suburb,06-10-2025,502,Pen,4,0.8,3.2,,
1275,2,Suburb,18-10-2025,502,Pen,2,0.8,1.6,2182,
1276,1,Downtown,28-10-2025,503,Stapler,10,5.25,52.5,,DISC10
1277,3,Airport,18-10-2025,506,Highlighter,5,0.9,4.5,,DISC10
1278,3,Airport,20-10-2025,501,Notebook,8,3.5,28,2003,DISC5
1279,2,Suburb,12-10-2025,503,Stapler,5,5.25,26.25,2133,
1280,3,Airport,30-10-2025,504,Folder,9,1.2,10.8,,DISC5
1281,3,Airport,13-10-2025,501,Notebook,2,3.5,7,2023,
1282,1,Downtown,05-10-2025,504,Folder,3,1.2,3.6,2056,
1283,3,Airport,27-10-2025,501,Notebook,6,3.5,21,,DISC5
1284,3,Airport,04-10-2025,501,Notebook,1,3.5,3.5,2184,DISC10
1285,1,Downtown,03-10-2025,503,Stapler,4,5.25,21,2080,
1286,1,Downtown,03-10-2025,501,Notebook,4,3.5,14,2007,
1287,1,Downtown,09-10-2025,501,Notebook,1,3.5,3.5,,
1288,3,Airport,26-10-2025,502,Pen,4,0.8,3.2,,
1289,2,Suburb,22-10-2025,504,Folder,8,1.2,9.6,2105,
1290,2,Suburb,09-10-2025,505,Marker,10,1.75,17.5,2020,
1291,1,Downtown,24-10-2025,505,Marker,6,1.75,10.5,2061,DISC5
1292,3,Airport,30-10-2025,505,Marker,8,1.75,14,2093,DISC10
1293,3,Airport,22-10-2025,504,Folder,10,1.2,12,2157,
1294,2,Suburb,16-10-2025,501,Notebook,8,3.5,28,2163,
1295,1,Downtown,17-10-2025,503,Stapler,7,5.25,36.75,2006,
1296,2,Suburb,01-10-2025,505,Marker,4,1.75,7,2158,DISC5
1297,3,Airport,05-10-2025,505,Marker,10,1.75,17.5,,
1298,3,Airport,28-10-2025,503,Stapler,10,5.25,52.5,2197,DISC5
1299,2,Suburb,09-10-2025,501,Notebook,3,3.5,10.5,,DISC10
1300,1,Downtown,26-10-2025,503,Stapler,1,5.25,5.25,2193,DISC5
1301,3,Airport,05-10-2025,506,Highlighter,4,0.9,3.6,2116,
1302,3,Airport,28-10-2025,506,Highlighter,9,0.9,8.1,,DISC10
1303,3,Airport,29-10-2025,503,Stapler,9,5.25,47.25,,
1304,1,Downtown,11-10-2025,501,Notebook,6,3.5,21,2091,DISC5
1305,3,Airport,15-10-2025,501,Notebook,7,3.5,24.5,,
1306,1,Downtown,31-10-2025,505,Marker,7,1.75,12.25,2095,
1307,2,Suburb,03-10-2025,502,Pen,7,0.8,5.6,2094,
1308,2,Suburb,29-10-2025,501,Notebook,9,3.5,31.5,2006,
1309,3,Airport,20-10-2025,503,Stapler,5,5.25,26.25,,
1310,1,Downtown,03-10-2025,503,Stapler,10,5.25,52.5,2153,
1311,2,Suburb,21-10-2025,501,Notebook,3,3.5,10.5,,
1312,3,Airport,31-10-2025,505,Marker,8,1.75,14,2026,
1313,2,Suburb,22-10-2025,505,Marker,3,1.75,5.25,,
1314,1,Downtown,13-10-2025,501,Notebook,1,3.5,3.5,2015,DISC10
1315,2,Suburb,30-10-2025,502,Pen,2,0.8,1.6,,
1316,3,Airport,11-10-2025,504,Folder,4,1.2,4.8,,
1317,2,Suburb,06-10-2025,505,Marker,7,1.75,12.25,,
1318,3,Airport,21-10-2025,504,Folder,2,1.2,2.4,,DISC5
1319,3,Airport,18-10-2025,501,Notebook,1,3.5,3.5,2076,DISC5
1320,2,Suburb,09-10-2025,504,Folder,5,1.2,6,2173,
1321,1,Downtown,25-10-2025,501,Notebook,1,3.5,3.5,2054,DISC5
1322,2,Suburb,12-10-2025,504,Folder,2,1.2,2.4,,DISC10
1323,2,Suburb,15-10-2025,501,Notebook,8,3.5,28,2007,DISC10
1324,3,Airport,16-10-2025,505,Marker,7,1.75,12.25,2169,DISC10
1325,1,Downtown,02-10-2025,502,Pen,7,0.8,5.6,,DISC10
1326,2,Suburb,02-10-2025,505,Marker,7,1.75,12.25,,
1327,1,Downtown,17-10-2025,501,Notebook,7,3.5,24.5,,
1328,3,Airport,08-10-2025,503,Stapler,2,5.25,10.5,,
1329,3,Airport,29-10-2025,504,Folder,7,1.2,8.4,,DISC5
1330,3,Airport,02-10-2025,506,Highlighter,9,0.9,8.1,2158,DISC5
1331,1,Downtown,22-10-2025,502,Pen,10,0.8,8,,
1332,3,Airport,28-10-2025,501,Notebook,10,3.5,35,,
1333,3,Airport,13-10-2025,502,Pen,4,0.8,3.2,2001,DISC10
1334,2,Suburb,12-10-2025,502,Pen,10,0.8,8,2180,
1335,3,Airport,05-10-2025,501,Notebook,9,3.5,31.5,,DISC5
1336,1,Downtown,18-10-2025,506,Highlighter,7,0.9,6.3,2142,DISC5
1337,2,Suburb,04-10-2025,503,Stapler,2,5.25,10.5,2140,
1338,3,Airport,04-10-2025,504,Folder,1,1.2,1.2,2112,
1339,2,Suburb,17-10-2025,501,Notebook,6,3.5,21,,
1340,2,Suburb,25-10-2025,503,Stapler,8,5.25,42,,DISC10
1341,1,Downtown,17-10-2025,504,Folder,7,1.2,8.4,,
1342,2,Suburb,10-10-2025,505,Marker,9,1.75,15.75,2096,DISC10
1343,1,Downtown,24-10-2025,506,Highlighter,3,0.9,2.7,2048,
1344,1,Downtown,21-10-2025,501,Notebook,3,3.5,10.5,,DISC10
1345,2,Suburb,12-10-2025,504,Folder,8,1.2,9.6,,DISC5
1346,3,Airport,12-10-2025,503,Stapler,4,5.25,21,2032,
1347,1,Downtown,26-10-2025,505,Marker,4,1.75,7,,
1348,1,Downtown,01-10-2025,506,Highlighter,4,0.9,3.6,2055,DISC10
1349,1,Downtown,06-10-2025,503,Stapler,5,5.25,26.25,,DISC5
1350,1,Downtown,18-10-2025,505,Marker,5,1.75,8.75,,DISC5
1351,1,Downtown,16-10-2025,502,Pen,8,0.8,6.4,2096,DISC10
1352,2,Suburb,12-10-2025,503,Stapler,6,5.25,31.5,,DISC10
1353,3,Airport,05-10-2025,502,Pen,3,0.8,2.4,2114,
1354,2,Suburb,05-10-2025,506,Highlighter,4,0.9,3.6,,DISC10
1355,3,Airport,31-10-2025,504,Folder,1,1.2,1.2,2072,
1356,1,Downtown,20-10-2025,501,Notebook,7,3.5,24.5,2087,
1357,1,Downtown,06-10-2025,506,Highlighter,4,0.9,3.6,2112,DISC5
1358,2,Suburb,06-10-2025,502,Pen,1,0.8,0.8,2065,DISC10
1359,2,Suburb,24-10-2025,505,Marker,10,1.75,17.5,2131,DISC5
1360,3,Airport,27-10-2025,506,Highlighter,10,0.9,9,2077,
1361,2,Suburb,31-10-2025,504,Folder,5,1.2,6,2137,
1362,3,Airport,27-10-2025,503,Stapler,1,5.25,5.25,,DISC5
1363,1,Downtown,02-10-2025,505,Marker,3,1.75,5.25,,
1364,3,Airport,16-10-2025,503,Stapler,10,5.25,52.5,2152,DISC10
1365,2,Suburb,09-10-2025,505,Marker,4,1.75,7,2103,
1366,3,Airport,29-10-2025,502,Pen,6,0.8,4.8,2141,
